X,Y,Z,topic,Source
and teens are often unable to place reasonable limits on their social media time.,Social media has been largely detrimental to teenagers,sup,social_media_improves_teenager_lives,micro_c061.xml
"It is true that social media is very beneficial for staying in contact with people far away,",Social media has been largely detrimental to teenagers,reb,social_media_improves_teenager_lives,micro_c061.xml
but because there are no limits teens often wind up spending more time in that virtual world than in the real world.,"It is true that social media is very beneficial for staying in contact with people far away,",und,social_media_improves_teenager_lives,micro_c061.xml
"As an umbrella term, its impact can be nebulous,",Social media has improved the lives of teenagers.,reb,social_media_improves_teenager_lives,micro_c062.xml
but the simple fact remains that young people today can find it easier to find like-minded others and new friends who share even uncommon interests.,"As an umbrella term, its impact can be nebulous,",und,social_media_improves_teenager_lives,micro_c062.xml
They can reach out for support or camaraderie at pretty much any time rather than being limited to time spent physically with others their own age.,Social media has improved the lives of teenagers.,sup,social_media_improves_teenager_lives,micro_c062.xml
They can share what matters to them and feel validation that adolescents in the past may have been unable to find.,Social media has improved the lives of teenagers.,sup,social_media_improves_teenager_lives,micro_c062.xml
"Though many point out the dangers of online bullying or even adult predators,",Social media has improved the lives of teenagers.,reb,social_media_improves_teenager_lives,micro_c062.xml
the overarching truth is that social media afford teenagers the opportunity for meaningful interaction impossible before its advent.,"Though many point out the dangers of online bullying or even adult predators,",und,social_media_improves_teenager_lives,micro_c062.xml
"Teenagers are by nature social animals,",Social media offers young people a way to connect with one another in ways never before seen in human history.,sup,social_media_improves_teenager_lives,micro_c063.xml
There is so much negativity on social media.,Social media has not improved the lives of teenagers.,sup,social_media_improves_teenager_lives,micro_c064.xml
Too many people believe that they can say whatever they want without any consequences.,Social media has not improved the lives of teenagers.,sup,social_media_improves_teenager_lives,micro_c064.xml
People say things on social media that they would not say in person.,Social media has not improved the lives of teenagers.,sup,social_media_improves_teenager_lives,micro_c064.xml
First it has seemingly kept children from many real life interactions and confined them to the front of a computer screen or cell phone.,Social media has hurt the lives of teenagers in several ways.,sup,social_media_improves_teenager_lives,micro_c065.xml
Also it has redefined the term 'friend' and therefor friendship.,Social media has hurt the lives of teenagers in several ways.,sup,social_media_improves_teenager_lives,micro_c065.xml
More and more people are concerned with how many 'likes' they receive while pulling away from making true and lasting friendships and building life experiences.,Also it has redefined the term 'friend' and therefor friendship.,sup,social_media_improves_teenager_lives,micro_c065.xml
It is important that we try to save our planet from plastics and other things that we can not recycle.,I think that with that in mind we should charge for plastic bags.,sup,charge_for_plastic_bags,micro_c066.xml
and they pollute the environment.,In order to encourage the use for reusable bags it would be ideal to charge for the plastic bags,sup,charge_for_plastic_bags,micro_c067.xml
The problem with plastic bags is they are not biodegradable,and they pollute the environment.,sup,charge_for_plastic_bags,micro_c067.xml
to provide an incentive for using them.,In order to encourage the use for reusable bags it would be ideal to charge for the plastic bags,sup,charge_for_plastic_bags,micro_c067.xml
There are those who would say that not everyone can afford reusable bags,In order to encourage the use for reusable bags it would be ideal to charge for the plastic bags,reb,charge_for_plastic_bags,micro_c067.xml
but that is not a valid argument,There are those who would say that not everyone can afford reusable bags,reb,charge_for_plastic_bags,micro_c067.xml
because the plastic bags will still be available for only a few pennies.,but that is not a valid argument,sup,charge_for_plastic_bags,micro_c067.xml
This charge could help people remember and consider the idea of using 'free' reusable bags.,I think that supermarkets should charge a small amount for plastic bags.,sup,charge_for_plastic_bags,micro_c068.xml
"But also, the fee for the plastic bags could go towards the cost of recycling the bags.",I think that supermarkets should charge a small amount for plastic bags.,sup,charge_for_plastic_bags,micro_c068.xml
"But if the fee was small, it wouldn't be too bad for those who forgot their reusable bags, or have their reasons for using plastic each time.",I think that supermarkets should charge a small amount for plastic bags.,sup,charge_for_plastic_bags,micro_c068.xml
They could add a program for collecting clean used bags.,"But also, the fee for the plastic bags could go towards the cost of recycling the bags.",sup,charge_for_plastic_bags,micro_c068.xml
Plastic should not be used in any way.,Definitely supermarkets should charge for plastic bags.,sup,charge_for_plastic_bags,micro_c069.xml
Its very harmful and spoils the Nature and anything in its contact.,Plastic should not be used in any way.,sup,charge_for_plastic_bags,micro_c069.xml
Plastic bags are cheap to make.,Supermarkets should not charge for plastic bags.,sup,charge_for_plastic_bags,micro_c071.xml
Many people reuse the plastic bags after they return from the store.,Supermarkets should not charge for plastic bags.,sup,charge_for_plastic_bags,micro_c071.xml
"Using reusable bags is good for the environment,",Supermarkets should not charge for plastic bags.,reb,charge_for_plastic_bags,micro_c071.xml
but shoppers should not be punished for not using them.,"Using reusable bags is good for the environment,",und,charge_for_plastic_bags,micro_c071.xml
in order to encourage the use of reusable bags.,Supermarkets should charge for plastic bags,sup,charge_for_plastic_bags,micro_c072.xml
The approximately one trillion plastic bags used annually across the world pose a serious threat to various animals,in order to encourage the use of reusable bags.,sup,charge_for_plastic_bags,micro_c072.xml
and a long term environmental menace.,in order to encourage the use of reusable bags.,sup,charge_for_plastic_bags,micro_c072.xml
"Although alternatives like paper and cotton reusable bags potentially create a negative impact greater than plastic bags,",in order to encourage the use of reusable bags.,reb,charge_for_plastic_bags,micro_c072.xml
a well-informed and properly motivated population can significantly reduce environmental hazards.,"Although alternatives like paper and cotton reusable bags potentially create a negative impact greater than plastic bags,",und,charge_for_plastic_bags,micro_c072.xml
Existing disposable plastic bags aren't going anywhere any time soon,in order to encourage the use of reusable bags.,sup,charge_for_plastic_bags,micro_c072.xml
since it takes up to a 1000 years for one to breakdown.,Existing disposable plastic bags aren't going anywhere any time soon,sup,charge_for_plastic_bags,micro_c072.xml
"If a charge for plastic bags leads to even a small reduction in usage, the world will be better for it.",Supermarkets should charge for plastic bags,sup,charge_for_plastic_bags,micro_c072.xml
One could argue that a supermarket charging for plastic bags would cause them to lose customers who might shop somewhere else that doesn't charge.,Supermarkets should not charge for plastic bags.,sup,charge_for_plastic_bags,micro_c073.xml
There is also the environmental concern that plastic bags harm the environment.,Supermarkets should not charge for plastic bags.,reb,charge_for_plastic_bags,micro_c073.xml
I believe that proper disposal of plastic bags solves the problem without creating a financial hardship for the retailer.,There is also the environmental concern that plastic bags harm the environment.,reb,charge_for_plastic_bags,micro_c073.xml
A simple internet search reveals that there are ways to recycle plastic bags if your curbside program doesn't allow them.,I believe that proper disposal of plastic bags solves the problem without creating a financial hardship for the retailer.,sup,charge_for_plastic_bags,micro_c073.xml
"Lets put the burden on the consumer, not the retailer.",Supermarkets should not charge for plastic bags.,sup,charge_for_plastic_bags,micro_c073.xml
"Young children play violent games and assume this behavior is normal,","Violent video games do increase violent behavior, especially in young children.",sup,violent_video_games_cause_violence,micro_c074.xml
The proof is the increase in violent crimes,and carry it out into the real world.,sup,violent_video_games_cause_violence,micro_c074.xml
and increase in school shootings.,and carry it out into the real world.,sup,violent_video_games_cause_violence,micro_c074.xml
There are those that say that violence in video games exposes children to hurting people which could cause them to act those things out in reality.,Violent video games do not cause people to act out violently.,reb,violent_video_games_cause_violence,micro_c075.xml
I disagree.,There are those that say that violence in video games exposes children to hurting people which could cause them to act those things out in reality.,reb,violent_video_games_cause_violence,micro_c075.xml
"In fact, I believe the evidence shows that the opposite is the case.",I disagree.,sup,violent_video_games_cause_violence,micro_c075.xml
"Children, especially young boys who have an outlet for the expression that involves simulated events and not real ones helps them to learn about and work through important themes like violence.","In fact, I believe the evidence shows that the opposite is the case.",sup,violent_video_games_cause_violence,micro_c075.xml
If there was not a medium for children to act out these situations in harmless ways they might experiment in reality.,"Children, especially young boys who have an outlet for the expression that involves simulated events and not real ones helps them to learn about and work through important themes like violence.",sup,violent_video_games_cause_violence,micro_c075.xml
"The gore, violence, and horror that they see in these games tends to reflect on their daily lives and makes them crave the excitement they get from the games.","Video games do cause people, especially impressionable teens, to act more violent.",sup,violent_video_games_cause_violence,micro_c076.xml
"Now, the games don't necessarily make them kill more people,","Video games do cause people, especially impressionable teens, to act more violent.",reb,violent_video_games_cause_violence,micro_c076.xml
but they are more violent overall.,"Now, the games don't necessarily make them kill more people,",und,violent_video_games_cause_violence,micro_c076.xml
"When they compare the games and the excitement of the violence and gore to their real lives, it makes them crave that same level of intensity which makes them act out.",but they are more violent overall.,sup,violent_video_games_cause_violence,micro_c076.xml
violent video games cause people to watch and participate in imaginary scenarios.,Video games don't cause people to act out violently.,sup,violent_video_games_cause_violence,micro_c077.xml
some may argue that television and movies also cause people to act violently.,imaginary scenarios are no more dangerous than television or movies.,reb,violent_video_games_cause_violence,micro_c077.xml
but these are the acts of people who are violent in the first place.,some may argue that television and movies also cause people to act violently.,reb,violent_video_games_cause_violence,micro_c077.xml
No studies have shown that.,"Violent video games, in and of themselves, do not cause people to act out violently.",sup,violent_video_games_cause_violence,micro_c078.xml
"Perhaps violent people are drawn to violent games,","Violent video games, in and of themselves, do not cause people to act out violently.",reb,violent_video_games_cause_violence,micro_c078.xml
but that is only a correlation.,"Perhaps violent people are drawn to violent games,",und,violent_video_games_cause_violence,micro_c078.xml
Most people understand video games are fantasy.,"Violent video games, in and of themselves, do not cause people to act out violently.",sup,violent_video_games_cause_violence,micro_c078.xml
Violent games cause people to react in an uncertain manner.,"Thus, if an individual constantly plays violent video game this may trigger an improper reaction.",sup,violent_video_games_cause_violence,micro_c079.xml
It causes a type of stimulation that can trigger a violent reaction.,Violent games cause people to react in an uncertain manner.,sup,violent_video_games_cause_violence,micro_c079.xml
"For example, there is a certain area in the brain that can malfunction and cause adverse reactions.",It causes a type of stimulation that can trigger a violent reaction.,exa,violent_video_games_cause_violence,micro_c079.xml
"Additionally, some people may not fully grasp the impact that the violent games are doing to their psychological well-being.","Thus, if an individual constantly plays violent video game this may trigger an improper reaction.",sup,violent_video_games_cause_violence,micro_c079.xml
"Video games may contribute to the overall mindset of a violent person who acts out violently,",Violent video games do not themselves cause people to act out violently.,reb,violent_video_games_cause_violence,micro_c080.xml
but cannot in and of themselves cause violence.,"Video games may contribute to the overall mindset of a violent person who acts out violently,",und,violent_video_games_cause_violence,micro_c080.xml
A violent person will seek out justification and violence in whatever forms exist.,Violent video games do not themselves cause people to act out violently.,sup,violent_video_games_cause_violence,micro_c080.xml
"Violent video games can also contribute to the normalization and desensitization of violence,",Violent video games do not themselves cause people to act out violently.,reb,violent_video_games_cause_violence,micro_c080.xml
"but is only one factor among a whole host of factors leading to violence, the most important of which is individual choice.","Violent video games can also contribute to the normalization and desensitization of violence,",und,violent_video_games_cause_violence,micro_c080.xml
"because production of fruit, vegetables and grain relieve strain on resources","Overall, being vegetarian is easier on the environment",sup,veganism_helps_environment,micro_c081.xml
"For example, the production of meat use more resources in terms of cattle feed, energy, and human labor.","because production of fruit, vegetables and grain relieve strain on resources",exa,veganism_helps_environment,micro_c081.xml
Harvesting  vegetables will reduce waste.,"Overall, being vegetarian is easier on the environment",sup,veganism_helps_environment,micro_c081.xml
The proper crops will also feed more people.,"Overall, being vegetarian is easier on the environment",sup,veganism_helps_environment,micro_c081.xml
"However, being vegetarian requires more vigilance in terms of sufficient vitamins, which meat eaters need not concern.","Overall, being vegetarian is easier on the environment",reb,veganism_helps_environment,micro_c081.xml
and is a healthier life style.,"Overall, being vegetarian is easier on the environment",sup,veganism_helps_environment,micro_c081.xml
The amount of waste and pollution produced by farming vegetables is comparable to the waste expelled from processing meat.,Consuming no meat or animal products will not help the environment at all.,sup,veganism_helps_environment,micro_c082.xml
"It could be cause for concern that they have too much exposure to ""screens,"" and video games have no place in the classroom.","Despite this, learning should evolve in creative ways, such as using video games as a tool.",reb,video_games_as_teaching_tools,micro_c085.xml
The world is fast changing and it is important for schools to keep pace.,"Despite this, learning should evolve in creative ways, such as using video games as a tool.",sup,video_games_as_teaching_tools,micro_c085.xml
The average student is exposed to video games from a young age and appealing to this may help them learn.,"Despite this, learning should evolve in creative ways, such as using video games as a tool.",sup,video_games_as_teaching_tools,micro_c085.xml
"Although they can be an interesting and captivating teaching tool when used in moderation,","if video games are too heavily relied on in the classroom, it can ultimately be damaging to our society.",reb,video_games_as_teaching_tools,micro_c086.xml
Excessive use of video games damages children's ability to interact in real life situations.,"if video games are too heavily relied on in the classroom, it can ultimately be damaging to our society.",sup,video_games_as_teaching_tools,micro_c086.xml
"Not only do kids lose the ability to socialize face to face,","if video games are too heavily relied on in the classroom, it can ultimately be damaging to our society.",sup,video_games_as_teaching_tools,micro_c086.xml
but they also have the tendency to become addicted to these video games.,"if video games are too heavily relied on in the classroom, it can ultimately be damaging to our society.",sup,video_games_as_teaching_tools,micro_c086.xml
"Such addiction to video games can open the door to other, more damaging addictions, such as drugs, alcohol, tobacco, and pornography.",but they also have the tendency to become addicted to these video games.,sup,video_games_as_teaching_tools,micro_c086.xml
Videogames hurt the eyes of children,Schools should not use video games as a teaching tool.,sup,video_games_as_teaching_tools,micro_c087.xml
and can be violent.,Schools should not use video games as a teaching tool.,sup,video_games_as_teaching_tools,micro_c087.xml
They will view school time as entertainment and not as serious.,They will not learn as much,sup,video_games_as_teaching_tools,micro_c087.xml
They will not learn as much,and will not succeed because of these video games.,sup,video_games_as_teaching_tools,micro_c087.xml
and will not succeed because of these video games.,Schools should not use video games as a teaching tool.,sup,video_games_as_teaching_tools,micro_c087.xml
"Some might say that video games will get the attention of these students,",Schools should not use video games as a teaching tool.,reb,video_games_as_teaching_tools,micro_c087.xml
but I think that this opinion is a myth and is not based in fact.,"Some might say that video games will get the attention of these students,",reb,video_games_as_teaching_tools,micro_c087.xml
"This ensures something good is being gained from video games in school, and technology is well-utilized.","If games were actually tailored to the learning aspect, they could still be seriously fun (and have super cool graphics), but require a skill - like math or grammar - to be learned, to win the game.",sup,video_games_as_teaching_tools,micro_c089.xml
"Many games can teach people several skills without even realizing it, such as planning ahead, patience and persistence, efficiency, and more.",Video games are much more than just having fun and goofing off.,exa,video_games_as_teaching_tools,micro_c089.xml
Video games are much more than just having fun and goofing off.,"If games were actually tailored to the learning aspect, they could still be seriously fun (and have super cool graphics), but require a skill - like math or grammar - to be learned, to win the game.",sup,video_games_as_teaching_tools,micro_c089.xml
It gives students something they enjoy mixed with something they can learn.,Video games can definitely be used as a positive tool in schools to help teachers teach.,sup,video_games_as_teaching_tools,micro_c090.xml
Old fashioned learning is great,Video games can definitely be used as a positive tool in schools to help teachers teach.,reb,video_games_as_teaching_tools,micro_c090.xml
"but kids sometimes tire of that quickly, and they need something to hold their attention.",Old fashioned learning is great,und,video_games_as_teaching_tools,micro_c090.xml
"Adding technology of any kind, even computers, hasn't improved national test scores.","People are always trying to think of innovative ways to improve schools, adding video games is now one of them. This makes little sense, however.",sup,video_games_as_teaching_tools,micro_c091.xml
Some would argue that schools need more money to spend on this kind of creative approach.,"People are always trying to think of innovative ways to improve schools, adding video games is now one of them. This makes little sense, however.",reb,video_games_as_teaching_tools,micro_c091.xml
"Spending more money, hasn't improved national test scores though.",Some would argue that schools need more money to spend on this kind of creative approach.,reb,video_games_as_teaching_tools,micro_c091.xml
"In the long run, improved test scores and student performance comes from the basics: reading, writing, arithmetic, and especially discipline in the classroom.","Spending more money, hasn't improved national test scores though.",sup,video_games_as_teaching_tools,micro_c091.xml
Learning comes from hard work; there's no way to sugar-coat it with fun video games.,"People are always trying to think of innovative ways to improve schools, adding video games is now one of them. This makes little sense, however.",sup,video_games_as_teaching_tools,micro_c091.xml
"Qualified teachers, actually teaching students is what's necessary.","People are always trying to think of innovative ways to improve schools, adding video games is now one of them. This makes little sense, however.",sup,video_games_as_teaching_tools,micro_c091.xml
"The major one being that they have a longer life than traditional light bulbs, thus making an impact on the environment.",There are many benefits to using LED lights.,sup,LED_lights_reduce_energy,micro_c093.xml
"They also use less energy to run, conserving energy and cutting costs to consumers.",There are many benefits to using LED lights.,sup,LED_lights_reduce_energy,micro_c093.xml
The only drawback is that buying them is more expensive.,There are many benefits to using LED lights.,reb,LED_lights_reduce_energy,micro_c093.xml
"This initial investment, though, far outweighs the negative effects",The only drawback is that buying them is more expensive.,und,LED_lights_reduce_energy,micro_c093.xml
when you think about the savings you will incur in the future in energy bills,"This initial investment, though, far outweighs the negative effects",sup,LED_lights_reduce_energy,micro_c093.xml
and not having replace light bulbs as frequently.,"This initial investment, though, far outweighs the negative effects",sup,LED_lights_reduce_energy,micro_c093.xml
But we all need to do our part. Some feel it is too small an impact to matter,Every light we use makes a tiny difference so full scale conversion to LED lights can have a vast impact in aggregate.,und,LED_lights_reduce_energy,micro_c095.xml
This has been widely acknowledged.,Using LED lights can make a positive impact on energy consumption.,sup,LED_lights_reduce_energy,micro_c095.xml
Every light we use makes a tiny difference so full scale conversion to LED lights can have a vast impact in aggregate.,Using LED lights can make a positive impact on energy consumption.,sup,LED_lights_reduce_energy,micro_c095.xml
but you have to look beyond your personal contribution and view the savings in aggregate.,Some feel it is too small an impact to matter,reb,LED_lights_reduce_energy,micro_c095.xml
Most studies show that LED lights tend to consume less energy for the same amount of light emitted.,"So it seems logical to think that LED lights would indeed make a difference, that is they would decrease, our energy consumption.",sup,LED_lights_reduce_energy,micro_c096.xml
They are generally considered to be much more efficient than incandescent light bulbs for example.,Most studies show that LED lights tend to consume less energy for the same amount of light emitted.,exa,LED_lights_reduce_energy,micro_c096.xml
"It might be argued that some people could end up using LED lights more heavily because knowing that they are less expensive to operate,","So it seems logical to think that LED lights would indeed make a difference, that is they would decrease, our energy consumption.",reb,LED_lights_reduce_energy,micro_c096.xml
"but it's generally understood that people don't necessarily increase their lighting uses easily, it's something that tends to remain stable.","It might be argued that some people could end up using LED lights more heavily because knowing that they are less expensive to operate,",reb,LED_lights_reduce_energy,micro_c096.xml
They use 25 to 80 percent less power.,"But in the long run, they will help save energy.",sup,LED_lights_reduce_energy,micro_c097.xml
"They also can last for years, meaning they will not need to be replaced as often.","By swapping out all light bulbs in your home or business with LED lights, you should see a noticeable drop in energy consumption.",sup,LED_lights_reduce_energy,micro_c097.xml
LED lights do cost more than traditional incandescent bulbs.,"By swapping out all light bulbs in your home or business with LED lights, you should see a noticeable drop in energy consumption.",reb,LED_lights_reduce_energy,micro_c097.xml
"But in the long run, they will help save energy.",LED lights do cost more than traditional incandescent bulbs.,und,LED_lights_reduce_energy,micro_c097.xml
as physical media offers many benefits not shared by it's digital counterpart.,This is very unlikely to happen,sup,books_obsolete,micro_c098.xml
Things printed on paper can be viewed without any access to electricity.,as physical media offers many benefits not shared by it's digital counterpart.,exa,books_obsolete,micro_c098.xml
Many people also experience discomfort when reading from a computer display for long periods.,as physical media offers many benefits not shared by it's digital counterpart.,exa,books_obsolete,micro_c098.xml
"Some say that digital storage is more secure than physical storage,",This is very unlikely to happen,reb,books_obsolete,micro_c098.xml
"but there are many security issues with files stored on computers that are not shared by physical files,","Some say that digital storage is more secure than physical storage,",reb,books_obsolete,micro_c098.xml
such as the threat of hacking.,"but there are many security issues with files stored on computers that are not shared by physical files,",exa,books_obsolete,micro_c098.xml
Some believe that with the coming of computers and digital books paper and traditionally printed books will soon become obsolete.,This is very unlikely to happen,reb,books_obsolete,micro_c098.xml
"While lots of people have really enjoyed all the technology around being able to read electronically,",So there will always be paper books out there.,reb,books_obsolete,micro_c099.xml
lots of people will always prefer books.,"While lots of people have really enjoyed all the technology around being able to read electronically,",und,books_obsolete,micro_c099.xml
"However, due to funding I don't think that schools and colleges will ever be able to go fully electronic.","Most of these people are probably older so as the older generation dies, paper books will become more obsolete.",und,books_obsolete,micro_c099.xml
"Most of these people are probably older so as the older generation dies, paper books will become more obsolete.",lots of people will always prefer books.,und,books_obsolete,micro_c099.xml
Tactility is a large part of the reading experience,it is unlikely that paper books will become obsolete in the future.,sup,books_obsolete,micro_c100.xml
"Although there has been a rapid increase in digital publishing,",it is unlikely that paper books will become obsolete in the future.,reb,books_obsolete,micro_c100.xml
"-- the turn of the pages,",Tactility is a large part of the reading experience,exa,books_obsolete,micro_c100.xml
"the heft of the book,",Tactility is a large part of the reading experience,exa,books_obsolete,micro_c100.xml
even the smell of the ink.,Tactility is a large part of the reading experience,exa,books_obsolete,micro_c100.xml
"Readers, especially avid ones, are often drawn to the physical presence of literature as much as its content.",Tactility is a large part of the reading experience,sup,books_obsolete,micro_c100.xml
Many voracious readers love to hold books,Paper books are a joy to read. Electronic books can never replace this feeling.,sup,books_obsolete,micro_c101.xml
and smell the ink and paper.,Paper books are a joy to read. Electronic books can never replace this feeling.,sup,books_obsolete,micro_c101.xml
"It could be argued that e-books are more convenient, and that is true.",Paper books are a joy to read. Electronic books can never replace this feeling.,reb,books_obsolete,micro_c101.xml
"However, the experience of reading a book is far more than just the information we get from it.","It could be argued that e-books are more convenient, and that is true.",und,books_obsolete,micro_c101.xml
It is far more convenient and takes up a lot less space to store data on hard drives and disks than to use paper products.,"Paper and books, at some point will become obsolete.",sup,books_obsolete,micro_c102.xml
making it inconvenient in many situations.,"Paper and books, at some point will become obsolete.",sup,books_obsolete,micro_c102.xml
"Paper can deteriorate if improperly stored,",making it inconvenient in many situations.,sup,books_obsolete,micro_c102.xml
giving it a huge disadvantage compared to storing information digitally.,"Paper and books, at some point will become obsolete.",sup,books_obsolete,micro_c102.xml
"Paper products also cannot be accessed remotely,",giving it a huge disadvantage compared to storing information digitally.,sup,books_obsolete,micro_c102.xml
People enjoy having something tangible to read and/or write on.,I don't believe that paper and books will ever become obsolete.,sup,books_obsolete,micro_c103.xml
"Even though people may say that reading ebooks will be the future,",I don't believe that paper and books will ever become obsolete.,reb,books_obsolete,micro_c103.xml
there have been studies that show reading on computer screens causes eye strain.,"Even though people may say that reading ebooks will be the future,",reb,books_obsolete,micro_c103.xml
There is also the security of knowing that paper and books can not be accidentally or purposefully erased by something such as user error or a virus.,I don't believe that paper and books will ever become obsolete.,sup,books_obsolete,micro_c103.xml
One drawback of composting is that not all material is beneficial to the environment.,and be environmentally friendly.,reb,composting_helps_environment,micro_c104.xml
Some materials when composted damage plant life.,One drawback of composting is that not all material is beneficial to the environment.,sup,composting_helps_environment,micro_c104.xml
However much household waste is encouraged to be composted.,One drawback of composting is that not all material is beneficial to the environment.,und,composting_helps_environment,micro_c104.xml
and aids in organic farming.,and be environmentally friendly.,sup,composting_helps_environment,micro_c104.xml
Composting is a good way to reduce your household waste,and be environmentally friendly.,sup,composting_helps_environment,micro_c104.xml
"While just one person composting will not make a significant impact,",Composting can help save the environment if everyone would work together.,sup,composting_helps_environment,micro_c106.xml
Instead of waste going to the landfill it could be composted and the nutrients returned to the environment.,Composting can help save the environment if everyone would work together.,sup,composting_helps_environment,micro_c106.xml
People think it's difficult to compost.,Composting can help save the environment.,reb,composting_helps_environment,micro_c107.xml
"But, it's not when you have a separate bin just for composting.",People think it's difficult to compost.,reb,composting_helps_environment,micro_c107.xml
Food waste is taking up too much space as landfill.,Composting can help save the environment.,sup,composting_helps_environment,micro_c107.xml
It takes up so much space and makes it useless.,Landfill waste is bad for the environment.,sup,composting_helps_environment,micro_c107.xml
because composting reduces greenhouse gases.,Composting can help the environment,sup,composting_helps_environment,micro_c108.xml
Composting also helps to replenish soil with critical minerals and nutrients that lead to better soil quality.,Composting can help the environment,sup,composting_helps_environment,micro_c108.xml
Another benefit of composting is that it helps to keep food scraps out of landfills.,Composting can help the environment,sup,composting_helps_environment,micro_c108.xml
There can be a downside with composting due to runoff,Composting can help the environment,reb,composting_helps_environment,micro_c108.xml
as some composting materials contain heavy metals,There can be a downside with composting due to runoff,sup,composting_helps_environment,micro_c108.xml
but enhanced filtration systems are minimizing the risk of this impact.,There can be a downside with composting due to runoff,und,composting_helps_environment,micro_c108.xml
"Overall, composting has multiple benefits that will all contribute in aggregate toward helping our environment.",Composting can help the environment,sup,composting_helps_environment,micro_c108.xml
"It is a well known fact that we toss out huge amounts of food waste, whether as scraps from meal preparation, or that head of lettuce we forgot in the back of the refrigerator.",Composting can be very beneficial for our environment.,sup,composting_helps_environment,micro_c109.xml
Composting is the best way to mitigate the loss,"It is a well known fact that we toss out huge amounts of food waste, whether as scraps from meal preparation, or that head of lettuce we forgot in the back of the refrigerator.",sup,composting_helps_environment,micro_c109.xml
and turn it into a highly beneficial fertilizer.,"It is a well known fact that we toss out huge amounts of food waste, whether as scraps from meal preparation, or that head of lettuce we forgot in the back of the refrigerator.",sup,composting_helps_environment,micro_c109.xml
There is some consideration required to consider the logistics of composting,Composting can be very beneficial for our environment.,reb,composting_helps_environment,micro_c109.xml
since it takes a good amount space,There is some consideration required to consider the logistics of composting,sup,composting_helps_environment,micro_c109.xml
"and can, but not always, produce an odor.",There is some consideration required to consider the logistics of composting,sup,composting_helps_environment,micro_c109.xml
"However, any space required is more than offset by the reduction of material sent to landfills.",since it takes a good amount space,und,composting_helps_environment,micro_c109.xml
Composted fertilizers are some of the most environmentally friendly fertilizers,and turn it into a highly beneficial fertilizer.,sup,composting_helps_environment,micro_c109.xml
there is so much smart watches cannot do.,"I do not believe smart watches will replace cell phones,",sup,smart_watches_replace_cell_phones,micro_c110.xml
The limits can have an effect on the devises compatibility with other objects.,"I do not believe smart watches will replace cell phones,",sup,smart_watches_replace_cell_phones,micro_c110.xml
I do not think people will give up their phones for an object that fits on their arm.,"I do not believe smart watches will replace cell phones,",sup,smart_watches_replace_cell_phones,micro_c110.xml
"Smart watches have many benefits,",but they will never be able to do everything a smart phone can do.,reb,smart_watches_replace_cell_phones,micro_c111.xml
Specifically read and watch videos on the watch.,but they will never be able to do everything a smart phone can do.,sup,smart_watches_replace_cell_phones,micro_c111.xml
I use my phone to read library books and watch shows because the screen is much bigger than a smart watch.,Specifically read and watch videos on the watch.,exa,smart_watches_replace_cell_phones,micro_c111.xml
"It is difficult to misplace a smart watch because its usually on your wrist,",Smart watches are going to replace cell phones.,sup,smart_watches_replace_cell_phones,micro_c112.xml
"The screen on a smart watch is smaller than a cell phone,",Smart watches are going to replace cell phones.,reb,smart_watches_replace_cell_phones,micro_c112.xml
but you can still game on it and watch television.,"The screen on a smart watch is smaller than a cell phone,",und,smart_watches_replace_cell_phones,micro_c112.xml
I think they are a great component to pair with a smart phone.,Smart watches won't replace cell phones.,reb,smart_watches_replace_cell_phones,micro_c113.xml
"But for someone like me who has really bad eye, you can't see the smaller text.",I think they are a great component to pair with a smart phone.,und,smart_watches_replace_cell_phones,micro_c113.xml
"Or, for someone who is clumsy like myself and is always bumping into things, the watch is destined to break.",I think they are a great component to pair with a smart phone.,und,smart_watches_replace_cell_phones,micro_c113.xml
and it won't be much of a life there.,"Regardless of a good job offer, I would not live in Beijing.",sup,life_in_dirty_city_if_good_job,micro_c114.xml
The pollution will have enough of an impact on my health that will negate any benefits from working there.,and it won't be much of a life there.,sup,life_in_dirty_city_if_good_job,micro_c114.xml
Add to that the social and political limitations,and it won't be much of a life there.,sup,life_in_dirty_city_if_good_job,micro_c114.xml
After doing some research on the matter I would be concerned with the high levels of pollution that the residents are breathing in everyday.,I would consider living in a city like Beijing if offered a job there.,reb,life_in_dirty_city_if_good_job,micro_c115.xml
In order to combat this I purchased a mask in order to remain healthier in these situations.,After doing some research on the matter I would be concerned with the high levels of pollution that the residents are breathing in everyday.,und,life_in_dirty_city_if_good_job,micro_c115.xml
because of the effects on one's health.,No I would not live in a high-pollution city,sup,life_in_dirty_city_if_good_job,micro_c116.xml
Pollution can cause respiratory disease such as emphysema and asthma.,because of the effects on one's health.,exa,life_in_dirty_city_if_good_job,micro_c116.xml
"In addition, lung damage can be done by inhaling all that dirt.",because of the effects on one's health.,exa,life_in_dirty_city_if_good_job,micro_c116.xml
There are many more cons versus pros in this situation.,No I would not live in a high-pollution city,sup,life_in_dirty_city_if_good_job,micro_c116.xml
I do not think a high paying job would be worth it if it either messed me up for life or caused my life to end early because of the high rate of pollution.,I would be too worried about my health to move to Beijing.,sup,life_in_dirty_city_if_good_job,micro_c117.xml
I have not seen or even heard of China working to lower or rid the city of its problem.,I do not think a high paying job would be worth it if it either messed me up for life or caused my life to end early because of the high rate of pollution.,sup,life_in_dirty_city_if_good_job,micro_c117.xml
